85
0,200,50,20,9,0
0,220,50,20,9,0
0,240,50,20,3,0
0,320,50,20,5,0
0,340,50,20,5,0
0,380,50,20,6,2
50,200,50,20,9,0
50,220,50,20,9,0
50,320,50,20,5,0
50,340,50,20,5,0
50,420,50,20,0,6
100,200,50,20,9,0
100,220,50,20,9,0
100,320,50,20,5,0
100,340,50,20,5,0
150,200,50,20,9,0
150,220,50,20,9,0
150,240,50,20,1,0
150,260,50,20,1,0
150,280,50,20,1,0
150,300,50,20,1,0
150,320,50,20,5,0
150,340,50,20,5,0
150,420,50,20,0,6
200,200,50,20,9,0
200,220,50,20,9,0
200,320,50,20,5,0
200,340,50,20,5,0
250,200,50,20,9,0
250,220,50,20,7,1
250,320,50,20,5,0
250,340,50,20,5,0
250,420,50,20,0,6
300,200,50,20,9,0
300,220,50,20,9,0
300,320,50,20,9,9
300,340,50,20,5,0
350,200,50,20,9,0
350,220,50,20,9,0
350,320,50,20,5,0
350,340,50,20,5,0
350,420,50,20,0,6
400,200,50,20,9,0
400,220,50,20,9,0
400,240,50,20,2,0
400,260,50,20,2,0
400,280,50,20,2,0
400,300,50,20,2,0
400,320,50,20,5,0
400,340,50,20,5,0
450,200,50,20,9,0
450,220,50,20,9,0
450,320,50,20,5,0
450,340,50,20,5,0
450,420,50,20,0,6
500,200,50,20,9,0
500,220,50,20,9,0
500,240,50,20,13,0
500,320,50,20,5,0
500,340,50,20,5,0
500,420,50,20,10,0
550,200,50,20,9,0
550,220,50,20,9,0
550,320,50,20,5,0
550,340,50,20,7,1
550,420,50,20,10,0
600,200,50,20,9,0
600,220,50,20,6,2
600,320,50,20,5,0
600,340,50,20,5,0
600,420,50,20,10,0
650,200,50,20,9,0
650,220,50,20,9,0
650,320,50,20,5,0
650,340,50,20,5,0
650,420,50,20,10,0
700,200,50,20,9,0
700,220,50,20,9,0
700,280,50,20,8,8
700,320,50,20,5,0
700,340,50,20,5,0
750,200,50,20,9,0
750,220,50,20,9,0
750,320,50,20,5,0
750,340,50,20,5,0
