64
0,0,50,20,5,1
0,20,50,20,4,0
0,40,50,20,4,0
0,60,50,20,4,0
0,80,50,20,4,0
0,100,50,20,4,0
0,120,50,20,4,0
0,140,50,20,4,0
0,160,50,20,4,0
50,20,50,20,4,1
50,80,50,20,4,1
50,140,50,20,4,1
100,20,50,20,4,2
100,80,50,20,0,6
100,100,50,20,0,6
100,120,50,20,0,6
150,100,50,20,0,0
200,40,50,20,2,5
200,100,50,20,0,0
200,160,50,20,6,0
250,100,50,20,0,0
250,140,50,20,6,0
300,20,50,20,0,6
300,60,50,20,6,0
300,80,50,20,1,9
300,100,50,20,0,0
300,120,50,20,6,0
300,200,50,20,0,0
350,20,50,20,0,7
350,40,50,20,0,0
350,60,50,20,0,0
350,80,50,20,0,0
350,100,50,20,0,6
350,120,50,20,0,0
350,140,50,20,0,0
350,160,50,20,0,0
350,180,50,20,0,0
350,200,50,20,0,0
400,20,50,20,0,8
400,60,50,20,6,7
400,80,50,20,1,0
400,100,50,20,0,0
400,120,50,20,6,4
400,200,50,20,0,0
450,100,50,20,0,0
450,140,50,20,6,3
500,100,50,20,0,0
500,160,50,20,6,0
550,100,50,20,0,0
600,0,50,20,6,7
600,100,50,20,0,0
600,160,50,20,2,0
600,180,50,20,2,0
650,0,50,20,6,8
650,20,50,20,6,0
650,80,50,20,0,6
650,100,50,20,0,6
650,120,50,20,0,6
650,160,50,20,2,0
650,180,50,20,2,0
650,200,50,20,2,0
700,100,50,20,5,1
750,60,50,20,5,0
750,140,50,20,5,2
