192
0,0,50,20,0,0
0,20,50,20,0,0
0,40,50,20,0,1
0,60,50,20,0,0
0,80,50,20,0,0
0,100,50,20,0,0
0,120,50,20,0,0
0,140,50,20,0,0
0,160,50,20,0,0
0,180,50,20,0,0
0,200,50,20,0,0
0,220,50,20,0,6
50,0,50,20,0,0
50,20,50,20,0,0
50,40,50,20,0,1
50,60,50,20,0,0
50,80,50,20,0,0
50,100,50,20,0,0
50,120,50,20,0,0
50,140,50,20,0,0
50,160,50,20,0,0
50,180,50,20,0,1
50,200,50,20,0,0
50,220,50,20,0,6
100,0,50,20,0,0
100,20,50,20,0,1
100,40,50,20,0,0
100,60,50,20,0,0
100,80,50,20,0,0
100,100,50,20,0,0
100,120,50,20,0,0
100,140,50,20,0,0
100,160,50,20,0,0
100,180,50,20,0,0
100,200,50,20,0,0
100,220,50,20,0,6
150,0,50,20,0,0
150,20,50,20,0,0
150,40,50,20,0,9
150,60,50,20,0,0
150,80,50,20,0,0
150,100,50,20,0,0
150,120,50,20,0,0
150,140,50,20,0,0
150,160,50,20,0,0
150,180,50,20,0,0
150,200,50,20,0,0
150,220,50,20,0,6
200,0,50,20,0,0
200,20,50,20,0,0
200,40,50,20,0,0
200,60,50,20,0,0
200,80,50,20,0,0
200,100,50,20,0,1
200,120,50,20,0,0
200,140,50,20,0,0
200,160,50,20,0,0
200,180,50,20,0,0
200,200,50,20,0,0
200,220,50,20,0,6
250,0,50,20,0,0
250,20,50,20,0,0
250,40,50,20,0,0
250,60,50,20,0,0
250,80,50,20,0,0
250,100,50,20,0,0
250,120,50,20,0,0
250,140,50,20,0,0
250,160,50,20,0,1
250,180,50,20,0,0
250,200,50,20,0,0
250,220,50,20,0,6
300,0,50,20,0,0
300,20,50,20,0,0
300,40,50,20,0,1
300,60,50,20,0,0
300,80,50,20,0,0
300,100,50,20,0,0
300,120,50,20,0,0
300,140,50,20,0,0
300,160,50,20,0,1
300,180,50,20,0,0
300,200,50,20,0,0
300,220,50,20,0,0
350,0,50,20,0,0
350,20,50,20,0,0
350,40,50,20,0,0
350,60,50,20,0,0
350,80,50,20,0,1
350,100,50,20,0,0
350,120,50,20,0,0
350,140,50,20,0,0
350,160,50,20,0,0
350,180,50,20,0,0
350,200,50,20,0,0
350,220,50,20,0,6
400,0,50,20,0,0
400,20,50,20,0,0
400,40,50,20,0,1
400,60,50,20,0,0
400,80,50,20,0,0
400,100,50,20,0,0
400,120,50,20,0,9
400,140,50,20,0,0
400,160,50,20,0,0
400,180,50,20,0,1
400,200,50,20,0,0
400,220,50,20,0,0
450,0,50,20,0,0
450,20,50,20,0,0
450,40,50,20,0,0
450,60,50,20,0,0
450,80,50,20,0,0
450,100,50,20,0,0
450,120,50,20,0,0
450,140,50,20,0,0
450,160,50,20,0,0
450,180,50,20,0,0
450,200,50,20,0,0
450,220,50,20,0,6
500,0,50,20,0,0
500,20,50,20,0,0
500,40,50,20,0,0
500,60,50,20,0,0
500,80,50,20,0,0
500,100,50,20,0,1
500,120,50,20,0,0
500,140,50,20,0,0
500,160,50,20,0,0
500,180,50,20,0,1
500,200,50,20,0,0
500,220,50,20,0,6
550,0,50,20,0,9
550,20,50,20,0,0
550,40,50,20,0,1
550,60,50,20,0,0
550,80,50,20,0,0
550,100,50,20,0,0
550,120,50,20,0,0
550,140,50,20,0,1
550,160,50,20,0,0
550,180,50,20,0,0
550,200,50,20,0,0
550,220,50,20,0,6
600,0,50,20,0,0
600,20,50,20,0,0
600,40,50,20,0,1
600,60,50,20,0,0
600,80,50,20,0,0
600,100,50,20,0,0
600,120,50,20,0,0
600,140,50,20,0,0
600,160,50,20,0,1
600,180,50,20,0,0
600,200,50,20,0,0
600,220,50,20,0,6
650,0,50,20,0,0
650,20,50,20,0,0
650,40,50,20,0,0
650,60,50,20,0,0
650,80,50,20,0,0
650,100,50,20,0,1
650,120,50,20,0,0
650,140,50,20,0,0
650,160,50,20,0,0
650,180,50,20,0,1
650,200,50,20,0,9
650,220,50,20,0,6
700,0,50,20,0,0
700,20,50,20,0,0
700,40,50,20,0,0
700,60,50,20,0,1
700,80,50,20,0,0
700,100,50,20,0,0
700,120,50,20,0,0
700,140,50,20,0,0
700,160,50,20,0,1
700,180,50,20,0,0
700,200,50,20,0,0
700,220,50,20,0,6
750,0,50,20,0,0
750,20,50,20,0,0
750,40,50,20,0,1
750,60,50,20,0,0
750,80,50,20,0,0
750,100,50,20,0,0
750,120,50,20,0,0
750,140,50,20,0,1
750,160,50,20,0,0
750,180,50,20,0,0
750,200,50,20,0,0
750,220,50,20,0,6
