43
0,320,50,20,3,6
100,320,50,20,3,6
200,320,50,20,3,6
300,320,50,20,3,6
400,320,50,20,3,6
500,320,50,20,3,6
600,320,50,20,3,6
700,320,50,20,3,6
0,260,50,20,3,6
100,260,50,20,3,6
200,260,50,20,3,6
300,260,50,20,3,6
400,260,50,20,3,6
500,260,50,20,3,6
600,260,50,20,3,6
700,260,50,20,3,6
0,200,50,20,3,6
100,200,50,20,3,6
200,200,50,20,3,6
300,200,50,20,3,6
400,200,50,20,3,6
500,200,50,20,3,6
600,200,50,20,3,6
700,200,50,20,3,6
0,140,50,20,3,6
100,140,50,20,3,6
200,140,50,20,3,6
300,140,50,20,3,6
400,140,50,20,3,6
500,140,50,20,3,6
600,140,50,20,3,6
700,140,50,20,3,6
0,80,50,20,3,6
100,80,50,20,3,6
200,80,50,20,3,6
300,80,50,20,3,6
400,80,50,20,3,6
500,80,50,20,3,6
600,80,50,20,3,6
700,80,50,20,3,6
0,0,50,20,2,7
50,0,50,20,3,6
0,20,50,20,3,6
