66
0,100,50,20,1,0
0,120,50,20,1,0
0,140,50,20,1,0
0,160,50,20,1,0
0,180,50,20,1,0
0,200,50,20,1,0
0,220,50,20,1,0
0,240,50,20,1,0
0,260,50,20,1,0
0,280,50,20,1,0
0,300,50,20,1,0
0,320,50,20,1,0
50,100,50,20,1,0
50,320,50,20,1,0
100,100,50,20,1,0
100,140,50,20,2,1
100,280,50,20,6,8
100,320,50,20,1,0
150,100,50,20,1,0
150,200,50,20,3,6
150,240,50,20,2,1
150,320,50,20,1,0
200,100,50,20,1,0
200,140,50,20,2,1
200,320,50,20,1,0
250,100,50,20,1,0
250,280,50,20,4,4
250,320,50,20,1,0
300,100,50,20,1,0
300,320,50,20,1,0
350,100,50,20,1,0
350,140,50,20,4,4
350,320,50,20,1,0
400,100,50,20,1,0
400,140,50,20,4,4
400,320,50,20,1,0
450,100,50,20,1,0
450,320,50,20,1,0
500,100,50,20,1,0
500,280,50,20,4,4
500,320,50,20,1,0
550,100,50,20,1,0
550,140,50,20,2,1
550,320,50,20,1,0
600,100,50,20,1,0
600,200,50,20,3,6
600,240,50,20,2,1
600,320,50,20,1,0
650,100,50,20,1,0
650,140,50,20,2,1
650,280,50,20,6,8
650,320,50,20,1,0
700,100,50,20,1,0
700,320,50,20,1,0
750,100,50,20,1,0
750,120,50,20,1,0
750,140,50,20,1,0
750,160,50,20,1,0
750,180,50,20,1,0
750,200,50,20,1,0
750,220,50,20,1,0
750,240,50,20,1,0
750,260,50,20,1,0
750,280,50,20,1,0
750,300,50,20,1,0
750,320,50,20,1,0
