126
0,200,50,20,1,0
0,220,50,20,1,0
0,240,50,20,1,0
0,300,50,20,2,1
0,320,50,20,1,0
0,340,50,20,1,0
0,360,50,20,2,1
0,380,50,20,1,0
0,420,50,20,3,6
50,200,50,20,1,0
50,220,50,20,2,1
50,240,50,20,1,0
50,260,50,20,1,0
50,300,50,20,2,1
50,320,50,20,1,0
50,340,50,20,1,0
50,380,50,20,1,0
100,200,50,20,1,0
100,220,50,20,4,4
100,240,50,20,1,0
100,260,50,20,1,0
100,300,50,20,3,6
100,320,50,20,1,0
100,340,50,20,1,0
100,380,50,20,1,0
100,420,50,20,10,7
150,200,50,20,1,0
150,220,50,20,2,1
150,240,50,20,1,0
150,320,50,20,1,0
150,340,50,20,1,0
150,360,50,20,2,1
150,380,50,20,1,0
200,200,50,20,1,0
200,220,50,20,4,4
200,240,50,20,1,0
200,260,50,20,6,7
200,300,50,20,8,8
200,320,50,20,1,0
200,340,50,20,1,0
200,380,50,20,1,0
250,200,50,20,1,0
250,220,50,20,1,0
250,240,50,20,1,0
250,320,50,20,1,0
250,340,50,20,1,0
250,360,50,20,5,8
250,380,50,20,1,0
300,200,50,20,1,0
300,220,50,20,1,0
300,240,50,20,1,0
300,300,50,20,9,9
300,320,50,20,1,0
300,340,50,20,1,0
300,380,50,20,1,0
350,200,50,20,1,0
350,220,50,20,11,3
350,240,50,20,1,0
350,260,50,20,1,0
350,280,50,20,7,5
350,320,50,20,1,0
350,340,50,20,1,0
350,380,50,20,1,0
400,200,50,20,1,0
400,220,50,20,11,5
400,240,50,20,1,0
400,260,50,20,1,0
400,280,50,20,7,5
400,320,50,20,1,0
400,340,50,20,1,0
400,380,50,20,1,0
450,200,50,20,1,0
450,220,50,20,1,0
450,240,50,20,1,0
450,300,50,20,9,9
450,320,50,20,1,0
450,340,50,20,1,0
450,380,50,20,1,0
500,200,50,20,1,0
500,220,50,20,1,0
500,240,50,20,1,0
500,320,50,20,1,0
500,340,50,20,1,0
500,360,50,20,5,8
500,380,50,20,1,0
550,200,50,20,1,0
550,220,50,20,4,4
550,240,50,20,1,0
550,260,50,20,6,7
550,300,50,20,8,8
550,320,50,20,1,0
550,340,50,20,1,0
550,380,50,20,1,0
600,200,50,20,1,0
600,220,50,20,2,1
600,240,50,20,1,0
600,320,50,20,1,0
600,340,50,20,1,0
600,360,50,20,2,1
600,380,50,20,1,0
650,200,50,20,1,0
650,220,50,20,4,4
650,240,50,20,1,0
650,260,50,20,1,0
650,300,50,20,3,6
650,320,50,20,1,0
650,340,50,20,1,0
650,380,50,20,1,0
650,420,50,20,10,7
700,200,50,20,1,0
700,220,50,20,2,1
700,240,50,20,1,0
700,260,50,20,1,0
700,300,50,20,2,1
700,320,50,20,1,0
700,340,50,20,1,0
700,380,50,20,1,0
750,200,50,20,1,0
750,220,50,20,1,0
750,240,50,20,1,0
750,300,50,20,2,1
750,320,50,20,1,0
750,340,50,20,1,0
750,360,50,20,2,1
750,380,50,20,1,0
750,420,50,20,3,6

